Year,Month,Monthly_v2,Annual,Five,Ten,Twenty,,,,
1847,5,-5.859,-0.471,-0.623,-0.722,-0.703,,,,
1847,6,-5.833,-0.628,-0.651,-0.707,-0.7,,,,
1847,7,-5.368,-0.782,-0.673,-0.695,-0.694,,,,
1847,8,-5.681,-0.819,-0.648,-0.699,-0.691,,,,
1847,9,-5.499,-0.826,-0.653,-0.694,-0.69,,,,
1847,10,-6.107,-0.711,-0.686,-0.687,-0.685,,,,
1847,11,-6.003,-0.703,-0.683,-0.687,-0.678,,,,
1847,12,-6.136,-0.707,-0.649,-0.701,-0.668,,,,
1848,1,-5.766,-0.703,-0.633,-0.72,-0.664,,,,
1848,2,-4.104,-0.756,-0.633,-0.699,-0.67,,,,
1848,3,-6.061,-0.843,-0.623,-0.69,-0.666,,,,
1848,4,-4.795,-0.83,-0.588,-0.688,-0.657,,,,
1848,5,-5.761,-0.782,-0.565,-0.671,-0.654,,,,
1848,6,-5.88,-0.887,-0.567,-0.657,-0.65,,,,
1848,7,-5.319,-0.905,-0.619,-0.652,-0.652,,,,
1848,8,-6.323,-1.25,-0.617,-0.649,-0.651,,,,
1848,9,-6.537,-1.207,-0.641,-0.643,-0.653,,,,
1848,10,-5.959,-1.471,-0.62,-0.631,-0.653,,,,
1848,11,-5.418,-1.512,-0.638,-0.634,-0.646,,,,
1848,12,-7.404,-1.526,-0.668,-0.641,-0.646,,,,
1849,1,-5.976,-1.493,-0.678,-0.635,-0.646,,,,
1849,2,-8.253,-1.458,-0.704,-0.663,-0.664,,,,
1849,3,-5.534,-1.397,-0.699,-0.657,-0.657,,,,
1849,4,-7.97,-1.359,-0.667,-0.667,-0.671,,,,
1849,5,-6.252,-1.164,-0.675,-0.657,-0.665,,,,
1849,6,-6.052,-1.145,-0.707,-0.649,-0.665,,,,
1849,7,-4.914,-1.077,-0.7,-0.639,-0.666,,,,
1849,8,-5.902,-0.727,-0.714,-0.628,-0.671,,,,
1849,9,-5.812,-0.761,-0.734,-0.62,-0.668,,,,
1849,10,-5.502,-0.673,-0.71,-0.607,-0.668,,,,
1849,11,-3.082,-0.691,-0.696,-0.574,-0.672,,,,
1849,12,-7.169,-0.561,-0.684,-0.57,-0.679,,,,
1850,1,-5.157,-0.548,-0.676,-0.57,-0.685,,,,
1850,2,-4.057,-0.467,-0.671,-0.573,-0.676,,,,
1850,3,-5.938,-0.421,-0.667,-0.571,-0.677,,,,
1850,4,-6.922,-0.46,-0.654,-0.58,-0.677,,,,
1850,5,-6.463,-0.589,-0.659,-0.569,-0.676,,,,
1850,6,-4.498,-0.527,-0.653,-0.561,-0.673,,,,
1850,7,-4.749,-0.433,-0.636,-0.56,-0.677,,,,
1850,8,-4.939,-0.574,-0.65,-0.569,-0.672,,,,
1850,9,-5.261,-0.417,-0.643,-0.567,-0.672,,,,
1850,10,-5.963,-0.275,-0.65,-0.556,-0.666,,,,
1850,11,-4.627,-0.233,-0.642,-0.558,-0.657,,,,
1850,12,-6.425,-0.346,-0.63,-0.566,-0.655,,,,
1851,1,-4.038,-0.387,-0.632,-0.588,-0.659,,,,
1851,2,-5.747,-0.464,-0.614,-0.581,-0.661,,,,
1851,3,-4.053,-0.417,-0.596,-0.605,-0.666,,,,
1851,4,-5.22,-0.332,-0.601,-0.594,-0.657,,,,
1851,5,-5.955,-0.368,-0.625,-0.594,-0.659,,,,
1851,6,-5.853,-0.348,-0.584,-0.59,-0.656,,,,
1851,7,-5.247,-0.302,-0.592,-0.594,-0.655,,,,
1851,8,-5.865,-0.199,-0.578,-0.609,-0.656,,,,
1851,9,-4.687,-0.459,-0.585,-0.613,-0.653,,,,
1851,10,-4.944,-0.421,-0.553,-0.61,-0.653,,,,
1851,11,-5.062,-0.339,-0.544,-0.611,-0.657,,,,
1851,12,-6.182,-0.282,-0.536,-0.621,-0.66,,,,
1852,1,-3.492,-0.252,-0.539,-0.64,-0.675,,,,
1852,2,-4.511,-0.21,-0.528,-0.659,-0.685,,,,
1852,3,-7.169,-0.259,-0.516,-0.654,-0.692,,,,
1852,4,-4.759,-0.289,-0.509,-0.657,-0.707,,,,
1852,5,-4.975,-0.393,-0.525,-0.659,-0.703,,,,
1852,6,-5.169,-0.358,-0.49,-0.656,-0.696,,,,
1852,7,-4.888,-0.463,-0.468,-0.655,-0.693,,,,
1852,8,-5.36,-0.497,-0.498,-0.656,-0.696,,,,
1852,9,-5.279,-0.37,-0.489,-0.656,-0.694,,,,
1852,10,-5.299,-0.408,-0.474,-0.659,-0.698,,,,
1852,11,-6.307,-0.436,-0.456,-0.654,-0.698,,,,
1852,12,-5.768,-0.435,-0.473,-0.635,-0.705,,,,
1853,1,-4.754,-0.48,-0.487,-0.633,-0.712,,,,
1853,2,-4.913,-0.472,-0.505,-0.661,-0.711,,,,
1853,3,-5.652,-0.486,-0.511,-0.642,-0.711,,,,
1853,4,-5.213,-0.563,-0.525,-0.649,-0.712,,,,
1853,5,-5.305,-0.609,-0.55,-0.651,-0.701,,,,
1853,6,-5.156,-0.544,-0.566,-0.639,-0.692,,,,
1853,7,-5.438,-0.686,-0.558,-0.643,-0.689,,,,
1853,8,-5.261,-0.892,-0.545,-0.637,-0.691,,,,
1853,9,-5.446,-0.918,-0.569,-0.629,-0.689,,,,
1853,10,-6.227,-0.989,-0.568,-0.632,-0.687,,,,
1853,11,#VALUE!,-1.023,-0.549,-0.63,-0.683,,,,
1853,12,-4.985,-1.055,-0.511,-0.619,-0.693,,,,
1854,1,-6.453,-1.026,-0.51,-0.614,-0.686,,,,
1854,2,-7.393,-1.024,-0.515,-0.601,-0.688,,,,
1854,3,-5.967,-0.999,-0.527,-0.595,-0.68,,,,
1854,4,-6.06,-0.903,-0.554,-0.58,-0.686,,,,
1854,5,-5.707,-0.665,-0.548,-0.567,-0.673,,,,
1854,6,-5.546,-0.672,-0.536,-0.562,-0.664,,,,
1854,7,-5.085,-0.454,-0.58,-0.566,-0.658,,,,
1854,8,-5.238,-0.327,-0.604,-0.562,-0.652,,,,
1854,9,-5.151,-0.282,-0.575,-0.561,-0.649,,,,
1854,10,-5.073,-0.276,-0.603,-0.572,-0.647,,,,
1854,11,-4.001,-0.25,-0.622,-0.601,-0.636,,,,
1854,12,-5.066,-0.247,-0.628,-0.589,-0.64,,,,
1855,1,#VALUE!,-0.289,-0.634,-0.58,-0.643,,,,
1855,2,-5.868,-0.357,-0.64,-0.587,-0.641,,,,
1855,3,#VALUE!,-0.393,-0.644,-0.573,-0.642,,,,
1855,4,-5.996,-0.538,-0.664,-0.567,-0.648,,,,
1855,5,#VALUE!,-0.715,-0.648,-0.552,-0.641,,,,
1855,6,-5.51,-0.907,-0.617,-0.552,-0.635,,,,
1855,7,-5.593,-0.882,-0.629,-0.556,-0.635,,,,
1855,8,-6.054,-0.809,-0.673,-0.558,-0.636,,,,
1855,9,-5.577,-0.814,-0.642,-0.558,-0.63,,,,
1855,10,-6.818,-0.744,-0.649,-0.558,-0.62,,,,
1855,11,-6.13,-0.7,-0.66,-0.556,-0.613,,,,
1855,12,-7.361,-0.536,-0.647,-0.548,-0.615,,,,
1856,1,-3.552,-0.504,-0.654,-0.566,-0.637,,,,
1856,2,-4.992,-0.512,-0.66,-0.562,-0.642,,,,
1856,3,-5.479,-0.5,-0.663,-0.584,-0.657,,,,
1856,4,-5.157,-0.475,-0.663,-0.595,-0.654,,,,
1856,5,-4.857,-0.356,-0.635,-0.597,-0.658,,,,
1856,6,-3.539,-0.199,-0.654,-0.589,-0.664,,,,
1856,7,-5.209,-0.415,-0.635,-0.587,-0.662,,,,
1856,8,-6.153,-0.496,-0.624,-0.582,-0.671,,,,
1856,9,-5.43,-0.489,-0.605,-0.587,-0.674,,,,
1856,10,-6.521,-0.598,-0.607,-0.599,-0.67,,,,
1856,11,-4.709,-0.704,-0.59,-0.604,-0.671,,,,
1856,12,-5.477,-0.866,-0.588,-0.598,-0.674,,,,
1857,1,-6.138,-0.869,-0.594,-0.633,-0.678,,,,
1857,2,-5.966,-0.837,-0.597,-0.665,-0.691,,,,
1857,3,-5.387,-0.845,-0.606,-0.656,-0.694,,,,
1857,4,-6.475,-0.843,-0.634,-0.682,-0.693,,,,
1857,5,-6.123,-0.896,-0.677,-0.684,-0.694,,,,
1857,6,-5.485,-0.763,-0.688,-0.686,-0.689,,,,
1857,7,-5.248,-0.71,-0.693,-0.691,-0.687,,,,
1857,8,-5.768,-0.84,-0.676,-0.692,-0.683,,,,
1857,9,-5.52,-0.707,-0.657,-0.695,-0.68,,,,
1857,10,-6.495,-0.638,-0.66,-0.71,-0.679,,,,
1857,11,-5.349,-0.622,-0.649,-0.709,-0.672,,,,
1857,12,-3.882,-0.532,-0.632,-0.71,-0.674,,,,
1858,1,-5.502,-0.585,-0.626,-0.704,-0.677,,,,
1858,2,-7.527,-0.571,-0.61,-0.723,-0.694,,,,
1858,3,-3.794,-0.577,-0.605,-0.731,-0.69,,,,
1858,4,-5.64,-0.555,-0.59,-0.736,-0.694,,,,
1858,5,-5.931,-0.542,-0.561,-0.73,-0.691,,,,
1858,6,-4.413,-0.73,-0.531,-0.726,-0.684,,,,
1858,7,-5.875,-0.713,-0.574,-0.726,-0.679,,,,
1858,8,-5.605,-0.646,-0.579,-0.733,-0.673,,,,
1858,9,-5.588,-0.735,-0.6,-0.736,-0.673,,,,
1858,10,-6.232,-0.78,-0.622,-0.743,-0.676,,,,
1858,11,-5.191,-0.673,-0.645,-0.732,-0.677,,,,
1858,12,-6.149,-0.76,-0.666,-0.744,-0.669,,,,
1859,1,-5.289,-0.722,-0.664,-0.738,-0.661,,,,
1859,2,-6.724,-0.709,-0.648,-0.713,-0.647,,,,
1859,3,-4.869,-0.716,-0.646,-0.704,-0.65,,,,
1859,4,-6.178,-0.761,-0.645,-0.704,-0.641,,,,
1859,5,-4.647,-0.875,-0.66,-0.69,-0.633,,,,
1859,6,-5.45,-0.84,-0.66,-0.679,-0.629,,,,
1859,7,-5.421,-0.746,-0.686,-0.677,-0.631,,,,
1859,8,-5.455,-0.589,-0.725,-0.676,-0.63,,,,
1859,9,-5.665,-0.539,-0.737,-0.677,-0.624,,,,
1859,10,-6.77,-0.537,-0.76,-0.686,-0.625,,,,
1859,11,-6.565,-0.545,-0.745,-0.699,-0.637,,,,
1859,12,-5.733,-0.467,-0.744,-0.709,-0.624,,,,
1860,1,-4.153,-0.451,-0.748,-0.716,-0.623,,,,
1860,2,-4.84,-0.422,-0.744,-0.71,-0.63,,,,
1860,3,-4.275,-0.386,-0.745,-0.713,-0.634,,,,
